title,authors,year,journal,doi,abstract,keywords
Characterizing crawler behavior from Web server access logs,"Dikaiakos, M; Stassopoulou, A; Papageorgiou, L",2003,"E-COMMERCE AND WEB TECHNOLOGIES, PROCEEDINGS",,,
An agent-based approach to introductory robotics using robotic soccer,"Anderson, J; Baltes, J",2006,INTERNATIONAL JOURNAL OF ROBOTICS & AUTOMATION,,,
BN+BN: Behavior network with Bayesian network for intelligent agent,"Kim, KJ; Cho, SB",2003,AI 2003: ADVANCES IN ARTIFICIAL INTELLIGENCE,,,
"RETRACTION: Design of basketball robot based on behavior-based fuzzy control (vol 17, 2020) (Retraction of Vol 17, 10.1177/1729881420909965, 2020)","Zhi, Y; Jiang, Y",2021,INTERNATIONAL JOURNAL OF ADVANCED ROBOTIC SYSTEMS,,,
Situated Learning of Visual Robot Behaviors,"Narayanan, KK; Posada, LF; Hoffmann, F; Bertram, T",2011,"INTELLIGENT ROBOTICS AND APPLICATIONS, PT I: ICIRA 2011",,,
Behavior based dependability estimation -: Estimating the dependability of autonomous mobile systems using predictive filter,"Rüdiger, J; Wagner, A; Badreddin, E",2008,"ICINCO 2008: PROCEEDINGS OF THE FIFTH INTERNATIONAL CONFERENCE ON INFORMATICS IN CONTROL, AUTOMATION AND ROBOTICS, VOL RA-2: ROBOTICS AND AUTOMATION, VOL 2",,,
Behavior-based Multi-Robot Collision Avoidance,"Sun, DL; Kleiner, A; Nebel, B",2014,2014 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA),,,
Communication in a swarm of miniature robots: The e-Puck as an educational tool for swarm robotics,"Cianci, CM; Raemy, X; Pugh, J; Martinoli, A",2007,SWARM ROBOTICS,,,
GA-aided Elman Neural Network controller for behavior-based robot,"Zhou, HL; Guo, G; Liu, MQ",2006,"WCICA 2006: SIXTH WORLD CONGRESS ON INTELLIGENT CONTROL AND AUTOMATION, VOLS 1-12, CONFERENCE PROCEEDINGS",,,
RRLAB SEA- A Highly Integrated Compliant Actuator with Minimised Reflected Inertia,"Schütz, S; Mianowski, K; Kötting, C; Nejadfard, A; Reichardt, M; Berns, K",2016,2016 IEEE INTERNATIONAL CONFERENCE ON ADVANCED INTELLIGENT MECHATRONICS (AIM),,,
Decision making in a dynamic system based on aggregated fuzzy preferences,"Yoshida, Y",2004,"MODELING DECISIONS FOR ARTIFICIAL INTELLIGENCE, PROCEEDINGS",,,
Methodology From Chaos in IC Implementation,"Jeong, K; Kahng, AB",2010,PROCEEDINGS OF THE ELEVENTH INTERNATIONAL SYMPOSIUM ON QUALITY ELECTRONIC DESIGN (ISQED 2010),,,
Embedded CMOS imaging system for real-time robotic vision,"Andrian, H; Song, KT",2005,"2005 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS, VOLS 1-4",,,
Fuzzy Behaviour Based Mobile Robot Navigation in Static Environment,"Gyawali, P; Agarwal, PK",2018,2018 IEEE RECENT ADVANCES IN INTELLIGENT COMPUTATIONAL SYSTEMS (RAICS),,,
Multi-Behavior-Based Path Planning for Indoor Mobile Robot,"Chen, HX; He, GT",2015,"PROCEEDINGS OF THE 2ND INTERNATIONAL CONFERENCE ON MODELLING, IDENTIFICATION AND CONTROL",,,
Agent Behaviors for Joining and Leaving a Flock,"Genter, K; Stone, P",2017,AAMAS'17: PROCEEDINGS OF THE 16TH INTERNATIONAL CONFERENCE ON AUTONOMOUS AGENTS AND MULTIAGENT SYSTEMS,,,
Cooperative robotics for multi-target observation,"Parker, LE",1999,INTELLIGENT AUTOMATION AND SOFT COMPUTING,,,
Perception and situation assessment for behavior-based robot control,"Graefe, V",1998,INTELLIGENT AUTONOMOUS SYSTEMS: IAS-5,,,
On-line rule generation for robotic behavior controller based on a neural-fuzzy inference network,"Li, JN; Yi, JQ; Zhao, DB",2004,"PROCEEDINGS OF THE 2004 INTERNATIONAL CONFERENCE ON MACHINE LEARNING AND CYBERNETICS, VOLS 1-7",,,
Model reduction and process analysis of biological models,"Casagranda, S; Ropers, D; Gouzé, JL",2015,2015 23RD MEDITERRANEAN CONFERENCE ON CONTROL AND AUTOMATION (MED),,,
"Model-based, behaviour-based, multi-agent and holonic control of autonomous systems: contradictory or complementary?","Van Brussel, H",2000,INTELLIGENT AUTONOMOUS SYSTEMS 6,,,
Two Methods for Autonomous Robot Obstacle Sensing and Application Programming Interface for Fuzzy Rule Interpolation,"Bartók, R; Vásárhelyi, J",2017,2017 18TH INTERNATIONAL CARPATHIAN CONTROL CONFERENCE (ICCC),,,
Non-Metric Navigation for Mobile Robot Using Optical Flow,"Liau, YS; Zhang, Q; Li, YN; Ge, SS",2012,2012 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS),,,
Modelling of Behavioural Patterns for Abnormality Detection in the Context of Lifestyle Reassurance,"Cardinaux, F; Brownsell, S; Hawley, M; Bradley, D",2008,"PROGRESS IN PATTERN RECOGNITION, IMAGE ANALYSIS AND APPLICATIONS, PROCEEDINGS",,,
Intelligent Malware Detection using Oblique Random Forest Paradigm,"Roseline, SA; Geetha, S",2018,"2018 INTERNATIONAL CONFERENCE ON ADVANCES IN COMPUTING, COMMUNICATIONS AND INFORMATICS (ICACCI)",,,
Behavior based multi robot cooperation by TARGET/TASK negotiation,"Al-Jumaily, A; Kozak, S",2004,"2004 IEEE CONFERENCE ON ROBOTICS, AUTOMATION AND MECHATRONICS, VOLS 1 AND 2",,,
Uflibrary: A simulation library implementing the utility function in autonomous robots,"Peterson, J; Wahde, M",2007,INTERNATIONAL JOURNAL ON ARTIFICIAL INTELLIGENCE TOOLS,,,
A methodology for specifying and designing behaviors for mobile robots,"Tehrani, AM; Kamel, MS",2004,"Soft Computing with Industrial Applications, Vol 17",,,
"Behavior-Based Robotics: ""Runaround""","Murphy, RR",2018,ROBOTICS THROUGH SCIENCE FICTION: ARTIFICIAL INTELLIGENCE EXPLAINED THROUGH SIX CLASSIC ROBOT SHORT STORIES,,,
Reactive robots in the service of production management,"TZAFESTAS, ES",1995,INTELLIGENT AUTONOMOUS SYSTEMS - IAS-4,,,
Design of a Sensing Limited Autonomous Robotic System,"Benjamen, LHY; Ang, MH",2013,"INTELLIGENT AUTONOMOUS SYSTEMS 12, VOL 1",,,
Obstacle detection in mobile outdoor robots -: A short-term memory for the mobile outdoor platform RAVON,"Schäfer, H; Proetzsch, M; Berns, K",2007,"ICINCO 2007: PROCEEDINGS OF THE FOURTH INTERNATIONAL CONFERENCE ON INFORMATICS IN CONTROL, AUTOMATION AND ROBOTICS, VOL RA-1: ROBOTICS AND AUTOMATION, VOL 1",,,
Design and Management Methods of Smart Home Human-Computer Relationship,"Fu, JQ; Jiang, B; Yang, X",2016,PROCEEDINGS OF 2016 2ND INTERNATIONAL CONFERENCE ON CLOUD COMPUTING AND INTERNET OF THINGS (CCIOT),,,
Analysis of a behavior based nonholonomic wheeled mobile robot control with hybrid system approach,"Chang, CF; Fu, LC",2006,"2006 SICE-ICASE INTERNATIONAL JOINT CONFERENCE, VOLS 1-13",,,
Relating the entropy of joint beliefs to multi-agent coordination,"Prokopenko, M; Wang, P",2003,ROBOCUP 2002: ROBOT SOCCER WORLD CUP VI,,,
Evaluation of Fish Shoal Inspired Movement in Collaborative Robotic Environments,"Cioarga, RD; Micea, MV; Cretu, V; Groza, V",2010,"2010 IEEE INTERNATIONAL INSTRUMENTATION AND MEASUREMENT TECHNOLOGY CONFERENCE I2MTC 2010, PROCEEDINGS",,,
Cyber-Human Approach for Learning Human Intention and Shape Robotic Behavior based on Task Demonstration,"Goecks, VG; Gremillion, GM; Lehman, HC; Nothwang, WD",2018,2018 INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS (IJCNN),,,
Learning context motivation in coordinated behaviors,"Bonarini, A; Matteucci, M",2000,INTELLIGENT AUTONOMOUS SYSTEMS 6,,,
Development of an Internet-based multi-robot teleoperation system,"Zheng, W; Wang, YC; Xi, N",2006,"IEEE ICMA 2006: PROCEEDING OF THE 2006 IEEE INTERNATIONAL CONFERENCE ON MECHATRONICS AND AUTOMATION, VOLS 1-3, PROCEEDINGS",,,
Digital Twins for Early Resolution of Human Factors Issues: A Review of the State of the Art,"Jain, S; Park, JS; Marais, K",2024,NAVAL ENGINEERS JOURNAL,,,
Toward learning to control robot behaviors,"Müller, JP; Faihe, Y",2000,INTELLIGENT AUTOMATION AND SOFT COMPUTING,,,
Learning to ground fact symbols in behavior-based robots,"Hertzberg, J; Jaeger, H; Schönherr, F",2002,"ECAI 2002: 15TH EUROPEAN CONFERENCE ON ARTIFICIAL INTELLIGENCE, PROCEEDINGS",,,
Interactive refinement of control policies for autonomous robots,"Papudesi, V; Huber, M",2004,Proceedings of the Tenth IASTED International Conference on Robotics and Applications,,,
The DD&P robot control architecture - A preliminary report,"Schönherr, F; Hertzberg, J",2002,ADVANCES IN PLAN-BASED CONTROL OF ROBOTIC AGENTS,,,
Anticipatory Learning Classifier Systems and Factored Reinforcement Learning,"Sigaud, O; Butz, MV; Kozlova, O; Meyer, C",2009,ANTICIPATORY BEHAVIOR IN ADAPTIVE LEARNING SYSTEMS: FROM PSYCHOLOGICAL THEORIES TO ARTIFICIAL COGNITIVE SYSTEMS,,,
Behavior-based map representation for a sonar-based mobile robot by statistical methods,"Nakamura, T; Takamura, S; Asada, M",1996,"IROS 96 - PROCEEDINGS OF THE 1996 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS - ROBOTIC INTELLIGENCE INTERACTING WITH DYNAMIC WORLDS, VOLS 1-3",,,
Real world implementation of fuzzy anti-swing control for a behavior-based intelligent crane system,"Wang, JM; Li, H; Karray, F; Basir, O",2003,"IROS 2003: PROCEEDINGS OF THE 2003 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS, VOLS 1-4",,,
Modified Reinforcement Learning for Sequential Action Behaviors and its Application to Robotics,"Robinson, C",2014,IEEE SOUTHEASTCON 2014,,,
Behavior learning of hierarchical behavior-based controller for brachiation robot,"Fukuda, T; Hasegawa, Y",2003,SYSTEMATIC ORGANISATION OF INFORMATION IN FUZZY SYSTEMS,,,
Selection of behavioral parameters: Integration of discontinuous switching via case-based reasoning with continuous adaptation via learning momentum,"Lee, JB; Likhachev, M; Arkin, RC",2002,"2002 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION, VOLS I-IV, PROCEEDINGS",,,
Three vision-based behaviors for self-positioning a mobile robot,"TIECHE, F; FACCHINETTI, C; HUGLI, H",1995,INTELLIGENT AUTONOMOUS SYSTEMS - IAS-4,,,
The behavioral design and strategy for coordination of multiple biomimetic robot fishes,"Chen, EK; Wu, DD; Yu, JZ",2006,DYNAMICS OF CONTINUOUS DISCRETE AND IMPULSIVE SYSTEMS-SERIES A-MATHEMATICAL ANALYSIS,,,
Genetic-algorithm seeding of idiotypic networks for mobile-robot navigation,"Whitbrook, AM; Aickelin, U; Garibaldi, JM",2008,"ICINCO 2008: PROCEEDINGS OF THE FIFTH INTERNATIONAL CONFERENCE ON INFORMATICS IN CONTROL, AUTOMATION AND ROBOTICS, VOL RA-1: ROBOTICS AND AUTOMATION, VOL 1",,,
Operator engagement detection and robot behavior adaptation in human-robot interaction,"Rani, P; Sarkar, N",2005,"2005 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA), VOLS 1-4",,,
LEARNING MOBILE ROBOT NAVIGATION - A BEHAVIOR-BASED APPROACH,"NIELSEN, J; SANDINI, G",1994,"1994 IEEE INTERNATIONAL CONFERENCE ON SYSTEMS, MAN, AND CYBERNETICS - HUMANS, INFORMATION AND TECHNOLOGY, VOLS 1-3",,,
Coordination without communication: Finite state automation in behavior based multi-robot systems,"Ahmad, O; Iqbal, J; Khan, MA",2007,ICIET 2007: PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON INFORMATION AND EMERGING TECHNOLOGIES,,,
Anticipatory Brain Potentials in a Brain-Robot Interface Paradigm,"Bozinovski, A; Bozinovska, L",2009,2009 4TH INTERNATIONAL IEEE/EMBS CONFERENCE ON NEURAL ENGINEERING,,,
A behaviour based hierarchical fuzzy control architecture for agricultural autonomous mobile robots,"Hagras, H; Callaghan, V; Colley, M; Carr-West, M",1999,"COMPUTATIONAL INTELLIGENCE FOR MODELLING, CONTROL & AUTOMATION - EVOLUTIONARY COMPUTATION & FUZZY LOGIC FOR INTELLIGENT CONTROL, KNOWLEDGE ACQUISITION & INFORMATION RETRIEVAL",,,
Formalizing behavior-based planning for nonholonomic robots,"Manikonda, V; Hendler, J; Krishnaprasad, PS",1995,"IJCAI-95 - PROCEEDINGS OF THE FOURTEENTH INTERNATIONAL JOINT CONFERENCE ON ARTIFICIAL INTELLIGENCE, VOLS 1 AND 2",,,
Combining multiple goals in a behavior-based architecture,"ROSENBLATT, JK; THORPE, CE",1995,"IROS '95 - 1995 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS: HUMAN ROBOT INTERACTION AND COOPERATIVE ROBOTS, PROCEEDINGS, VOL 1",,,
Cooperative Agent Behavior Based on Special Interaction Nets,"Zweigle, O; Lafrenz, R; Buchheim, T; Käppeler, UP; Rajaie, H; Schreiber, F; Levi, P",2006,INTELLIGENT AUTONOMOUS SYSTEMS 9,,,
Bayesian emotions: Developing an interface for robot/human communication,"Aznar, F; Sempere, M; Pujol, M; Rizo, R",2005,"AI*IA2005: ADVANCES IN ARTIFICIAL INTELLIGENCE, PROCEEDINGS",,,
INTERNAL REPRESENTATION OF THE ENVIRONMENT IN COGNITIVE ROBOTICS,"Angulo, C; Téllez, RA; Pardo, DE",2009,INTERNATIONAL JOURNAL OF ROBOTICS & AUTOMATION,,,
Compound zeno behavior-based autonomous mobile robot obstacle avoidance algorithm in unknown environment,"Li, ST; Li, YC",2006,"ISSCAA 2006: 1ST INTERNATIONAL SYMPOSIUM ON SYSTEMS AND CONTROL IN AEROSPACE AND ASTRONAUTICS, VOLS 1AND 2",,,
STABLE GRASPING WITH A MULTIFINGERED ROBOT HAND - A BEHAVIOR-BASED APPROACH,"MURPHY, TG; LYONS, DM; HENDRIKS, AJ",1993,"IROS 93 : PROCEEDINGS OF THE 1993 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS, VOL 1-3",,,
Research on patrol algorithm of multiple behavior-based robot fish,"Sang, HQ; Wang, S; Tan, M; Zhang, ZG",2005,INTERNATIONAL JOURNAL OF OFFSHORE AND POLAR ENGINEERING,,,
Implementation of Behaviour-Based Mobile Robot for Obstacle Avoidance Using a Single Ultrasonic Sensor,"Cheng, TT; Mahyuddin, MN",2009,2009 CONFERENCE ON INNOVATIVE TECHNOLOGIES IN INTELLIGENT SYSTEMS AND INDUSTRIAL APPLICATIONS,,,
Fusing robot behaviors for human-level tasks,"Nicolescu, M; Jenkins, OC; Stanhope, A",2007,2007 IEEE 6TH INTERNATIONAL CONFERENCE ON DEVELOPMENT AND LEARNING,,,
Hybrid control of a car-like robot,"Sequeira, J; Ribeiro, MI",2004,ROMOCO' 04: PROCEEDINGS OF THE FOURTH INTERNATIONAL WORKSHOP ON ROBOT MOTION AND CONTROL,,,
Design And Implementation Map Building of Behavior-Based Architecture Using Active Object Computing Model,"Haris, RA; Mutijarsa, KR; Adiprawita, W",2014,2014 IEEE 4TH INTERNATIONAL CONFERENCE ON SYSTEM ENGINEERING AND TECHNOLOGY (ICSET),,,
A simulation environment for bluetooth equipped mobile robots,"Shepherd, R; Mansoor, S",2005,Proceedings of the Sixth IASTED International Conference on Robotics and Applications,,,
Ayllu: Distributed port-arbitrated behavior-based control,"Werger, BB",2000,DISTRIBUTED AUTONOMOUS ROBOTIC SYSTEMS,,,
From a CORBA-based software framework to a component-based system architecture for controlling a mobile robot,"Blum, SA",2003,"COMPUTER VISION SYSTEMS, PROCEEDINGS",,,
Learning action selection in autonomous agents,"Ramachandran, S; Brée, DS",2002,"2001 IEEE INTERNATIONAL CONFERENCE ON SYSTEMS, MAN, AND CYBERNETICS, VOLS 1-5: E-SYSTEMS AND E-MAN FOR CYBERNETICS IN CYBERSPACE",,,
Simulation of flocking behaviour among situated mobile robots,"Hong, ML; Loo, KP",1998,"SIMULATION: PAST, PRESENT AND FUTURE",,,
Behavior-Based Control Applied to Underwater Vehicles to Achieve Local Goals,"Chowdhury, D; Nandy, S; Ray, R; Shome, SN",2015,2015 IEEE UNDERWATER TECHNOLOGY (UT),,,
Robot Path Planning Using Laplacian Behaviour-Based Control (LBBC) via Half-Sweep SOR,"Saudi, A; Sulaiman, J",2013,"2013 INTERNATIONAL CONFERENCE ON TECHNOLOGICAL ADVANCES IN ELECTRICAL, ELECTRONICS AND COMPUTER ENGINEERING (TAEECE)",,,
An autonomous mobile robot control method based on hierarchical fuzzy behaviors,"Li, ST; Li, YC",2005,"PROCEEDINGS OF 2005 INTERNATIONAL CONFERENCE ON MACHINE LEARNING AND CYBERNETICS, VOLS 1-9",,,
Intelligent distributed fuzzy logic control system (IDFLCS) of a mecanum wheeled autonomous guided vehicle,"Kumile, CM; Tlale, NS",2005,"2005 IEEE International Conference on Mechatronics and Automations, Vols 1-4, Conference Proceedings",,,
Adaptive behavioral fusion of fuzzy behavior-based control for Khepera,"Izumi, K; Watanabe, K; Kiguchi, K",2002,INTELLIGENT AUTONOMOUS VEHICLES 2001,,,
Fuzzy Based Autonomous Robot Navigation System,"Joshi, MM; Zaveri, MA",2009,2009 ANNUAL IEEE INDIA CONFERENCE (INDICON 2009),,,
Adaptive behavior-based control for robot navigation: a multi-robot case study,"Balta, H; Iengo, S; Finzi, A; Rossi, S; Siciliano, B; De Cubber, G",2013,"2013 XXIV INTERNATIONAL SYMPOSIUM ON INFORMATION, COMMUNICATION AND AUTOMATION TECHNOLOGIES (ICAT)",,,
Introducing robots into a human-centred environment - the behaviour-based approach,"Waarsing, R; Nuttin, M; Van Brussel, H",2001,CLIMBING AND WALKING ROBOTS,,,
Study of motor arbiter for a human-like robot,"Lee, TG; Yang, KW; Choi, MS; Kim, HS",2007,"2007 INTERNATIONAL CONFERENCE ON CONTROL, AUTOMATION AND SYSTEMS, VOLS 1-6",,,
Behavior-based Control of Swarm Robots with Improved Potential Field,"Qu, SZ; Chen, CL; Dong, DY",2014,2014 33RD CHINESE CONTROL CONFERENCE (CCC),,,
Combining classical and behavior-based control for swarms of cooperating vehicles,"Tan, YC; Bishop, BE",2005,"2005 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA), VOLS 1-4",,,
A framework for the development of hybrid AI control systems,"Graves, AR; Czarnecki, CA",2000,SOFT COMPUTING TECHNIQUES AND APPLICATIONS,,,
Behavior-Based Approach for Cooperative Control of a Haptic-driven Mobile Robot,"Mohamadi, Y; Konukseven, EI; Koku, AB",2019,2019 23RD INTERNATIONAL CONFERENCE ON MECHATRONICS TECHNOLOGY (ICMT 2019),,,
The object oriented analysis and Modeling for obstacle avoidance of a behavior-based robot,"Zhang, Q; Zhang, YF; Qin, SY",2007,"2007 IEEE INTERNATIONAL CONFERENCE ON SYSTEMS, MAN AND CYBERNETICS, VOLS 1-8",,,
"Behavior-based Robotics, its scope and its prospects","Birk, A",1998,"IECON '98 - PROCEEDINGS OF THE 24TH ANNUAL CONFERENCE OF THE IEEE INDUSTRIAL ELECTRONICS SOCIETY, VOLS 1-4",,,
Behavior-Based Manipulator Programming Based on Extensible Agent Behavior Specification Language,"Lin, HI; Cheng, CH",2014,"2014 14TH INTERNATIONAL CONFERENCE ON CONTROL, AUTOMATION AND SYSTEMS (ICCAS 2014)",,,
Helping instead of replacing - Towards a shared task allocation architecture,"Ghaderi, F; Ahmadabadi, MN",2007,"ICINCO 2007: PROCEEDINGS OF THE FOURTH INTERNATIONAL CONFERENCE ON INFORMATICS IN CONTROL, AUTOMATION AND ROBOTICS, VOL RA-1: ROBOTICS AND AUTOMATION, VOL 1",,,
Distributive behavior-based control for a flexible conveying system,"Yaemglin, T; Charoenseang, S",2002,"IEEE ICIT' 02: 2002 IEEE INTERNATIONAL CONFERENCE ON INDUSTRIAL TECHNOLOGY, VOLS I AND II, PROCEEDINGS",,,
Behavior-based control for autonomous mobile robots,"Huntsberger, T; Rose, J",2000,"ROBOTICS 2000, PROCEEDINGS",,,
Tool-Assisted Verification of Behaviour Networks,"Armbrust, C; Kiekbusch, L; Ropertz, T; Berns, K",2013,2013 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA),,,
Artificial Immune System inspired Behavior Coordination for Autonomous Mobile Robot Trajectory Generation,"Acosta, GG; León, JF; Mayosky, MA",2010,2010 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC),,,
Behavior-based control of a hybrid quadruped robot,"Huang, B; Wang, PF; Sun, LN",2006,"WCICA 2006: SIXTH WORLD CONGRESS ON INTELLIGENT CONTROL AND AUTOMATION, VOLS 1-12, CONFERENCE PROCEEDINGS",,,
Behavior-based cognitive control for mobile robots,"Sui, Q; Xie, M; Ma, SD",1998,MOBILE ROBOTS XII,,,
Behavior-based primitives for articulated control,"Mataric, MJ; Williamson, M; Demiris, J; Mohan, A",1998,FROM ANIMALS TO ANIMATS 5,,,
Evolved motor primitives and sequences in a hierarchical recurrent neural network,"Paine, RW; Tani, J",2004,"GENETIC AND EVOLUTIONARY COMPUTATION - GECCO 2004, PT 1, PROCEEDINGS",,,
A Behavior Based Locomotion Controller with Learning for Disturbance Compensation in Bipedal Robots,"Beranek, R; Ahmadi, M",2012,2012 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA),,,
Behaviour-based control applied to robotic handling of variable objects,"Friedrich, WE; Lim, PK",1998,"PROGRESS IN CONNECTIONIST-BASED INFORMATION SYSTEMS, VOLS 1 AND 2",,,
Simulation environment for cooperative behavior-based robotic teams,"Barchanski, JA",2001,MODELLING AND SIMULATION 2001,,,
Research on Pursuit-evasion Games with Multiple Heterogeneous Pursuers and A High Speed Evader,"Wang, HP; Yue, Q; Liu, JT",2015,2015 27TH CHINESE CONTROL AND DECISION CONFERENCE (CCDC),,,
"The Behaviour Based Area Coverage of Unknown Environment by Autonomous Mobile Robot Using Modified ""the way of the ox"" Algorithm","Dabkowski, M; Grono, A; Niklas, P; Redlarski, G",2009,MECHATRONIC SYSTEMS AND MATERIALS III,,,
Development of a New Cable-driven Soft Robot for Cardiac Ablation,"Deng, T; Wang, HS; Chen, WD; Wang, XZ; Pfeifer, R",2013,2013 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND BIOMIMETICS (ROBIO),,,
Extraction of Behavior Primitives for Understanding Human Standing-up Motion,"An, Q; Matsuoka, H; Ikemoto, Y; Asama, H",2009,"2009 IEEE INTERNATIONAL CONFERENCE ON MECHATRONICS AND AUTOMATION, VOLS 1-7, CONFERENCE PROCEEDINGS",,,
Local Behavior-Based Navigation in Rough Off-Road Scenarios based on Vehicle Kinematics,"Wolf, P; Ropertz, T; Oswald, M; Berns, K",2018,2018 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA),,,
Human victim detection and stereo-based terrain traversability analysis for behaviour-based robot navigation,"De Cubber, G; Doroftei, D",2010,"USING ROBOTS IN HAZARDOUS ENVIRONMENTS: LANDMINE DETECTION, DE-MINING AND OTHER APPLICATIONS",,,
Navigation of a Wheeled Mobile Robot in Indoor Environment by Potential Field Based-Fuzzy Logic Method,"Li, GH; Chang, CF; Fu, LC",2008,2008 IEEE WORKSHOP ON ADVANCED ROBOTICS AND ITS SOCIAL IMPACTS,,,
Realizing cooperative object manipulation using multiple behavior-based robots,"Wang, ZD; Nakano, E; Matsukawa, T",1996,"IROS 96 - PROCEEDINGS OF THE 1996 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS - ROBOTIC INTELLIGENCE INTERACTING WITH DYNAMIC WORLDS, VOLS 1-3",,,
